src_ip,dst_ip,src_port,dst_port,protocol,duration,packet_count,byte_count,mean_pkt_size,std_pkt_size,vpn_label
192.168.31.1,192.168.31.160,53,61608,17,0.0,1,135,135.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64250,17,0.0,1,189,189.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54992,17,0.0,1,140,140.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52100,17,0.0,1,191,191.0,0.0,Non-VPN
192.168.31.160,67.199.150.77,60030,443,6,241.8899369239807,21,3632,172.95238095238096,302.5966160057653,Non-VPN
34.124.175.195,192.168.31.160,443,60028,6,220.52382111549375,20,7096,354.8,472.8192677969036,Non-VPN
192.168.31.160,167.172.12.110,60031,443,6,0.9773180484771729,7,3467,495.2857142857143,558.982420956845,Non-VPN
192.168.31.160,69.173.144.138,60032,443,6,1.3496170043945312,8,2604,325.5,426.5474768416759,Non-VPN
192.168.31.160,98.82.158.241,60033,443,6,15.70703411102295,10,2411,241.1,395.0783340047895,Non-VPN
192.168.31.160,169.197.150.7,60034,443,6,42.83178114891052,8,2509,313.625,450.7610058279221,Non-VPN
69.173.144.138,192.168.31.160,443,60023,6,33.092018842697144,13,6442,495.5384615384616,552.6634273274517,Non-VPN
192.168.31.160,143.244.197.139,60036,443,6,74.99060893058777,11,2415,219.54545454545453,375.0789889261785,Non-VPN
72.34.249.227,192.168.31.160,443,60026,6,3.046325922012329,3,198,66.0,0.0,Non-VPN
192.168.31.160,27.123.42.205,60037,443,6,115.90878200531006,16,3811,238.1875,368.7721550547845,Non-VPN
167.172.12.110,192.168.31.160,443,60022,6,0.4579389095306396,5,294,58.8,5.878775382679627,Non-VPN
67.199.150.77,192.168.31.160,443,60030,6,241.7450110912323,19,9565,503.42105263157896,572.9555246622526,Non-VPN
143.244.197.139,192.168.31.160,443,60029,6,101.35821986198424,15,4651,310.06666666666666,428.7330897215915,Non-VPN
98.82.158.241,192.168.31.160,443,60024,6,1.2296180725097656,11,6807,618.8181818181819,538.9663201118193,Non-VPN
192.168.31.160,192.168.31.1,60880,53,17,0.0,1,87,87.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64087,53,17,0.0,1,87,87.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54891,53,17,0.0,1,87,87.0,0.0,Non-VPN
169.197.150.7,192.168.31.160,443,60025,6,29.210991144180294,16,5955,372.1875,487.5960442248788,Non-VPN
192.168.31.1,192.168.31.160,53,64087,17,0.0,1,115,115.0,0.0,Non-VPN
27.123.42.205,192.168.31.160,443,60037,6,115.95823502540588,16,3211,200.6875,322.42706903073446,Non-VPN
192.168.31.1,192.168.31.160,53,60880,17,0.0,1,112,112.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54891,17,0.0,1,103,103.0,0.0,Non-VPN
167.172.12.110,192.168.31.160,443,60031,6,1.012840986251831,7,390,55.71428571428572,4.199125273342591,Non-VPN
98.82.158.241,192.168.31.160,443,60033,6,15.720164060592651,13,5820,447.6923076923077,523.148807277827,Non-VPN
143.244.197.139,192.168.31.160,443,60036,6,74.96079397201538,14,4243,303.07142857142856,444.4758493014496,Non-VPN
69.173.144.138,192.168.31.160,443,60032,6,33.0375189781189,12,5047,420.5833333333333,523.8976455907734,Non-VPN
192.168.31.160,27.123.42.205,60038,443,6,74.79374289512634,11,2803,254.8181818181818,418.5100885461139,Non-VPN
169.197.150.7,192.168.31.160,443,60034,6,42.85672402381897,11,5479,498.09090909090907,538.9141362786763,Non-VPN
192.168.31.160,192.168.31.1,54656,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,49407,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57844,53,17,0.0,1,77,77.0,0.0,Non-VPN
27.123.42.205,192.168.31.160,443,60038,6,74.59556889533997,15,7784,518.9333333333333,529.9416907128137,Non-VPN
192.168.31.160,167.172.12.110,60039,443,6,0.3841941356658935,4,1991,497.75,521.3858336203622,Non-VPN
192.168.31.1,192.168.31.160,53,54656,17,0.0,1,276,276.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,49407,17,0.0,1,286,286.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57844,17,0.0,1,262,262.0,0.0,Non-VPN
192.168.31.160,167.172.12.110,60041,443,6,0.6794979572296143,4,1959,489.75,520.9982605537182,Non-VPN
167.172.12.110,192.168.31.160,443,60039,6,0.4508099555969238,5,294,58.8,5.878775382679627,Non-VPN
192.168.31.160,192.168.31.1,59230,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55957,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,63497,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64462,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,63008,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,52138,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53999,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56555,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64882,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50920,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50171,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50629,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62289,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,49308,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60978,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64177,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,61136,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56620,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51186,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59282,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54100,53,17,146.8207290172577,2,160,80.0,5.0,Non-VPN
192.168.31.160,192.168.31.1,53311,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51452,53,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59230,17,0.0,1,196,196.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55957,17,0.0,1,196,196.0,0.0,Non-VPN
167.172.12.110,192.168.31.160,443,60041,6,0.4189338684082031,5,294,58.8,5.878775382679627,Non-VPN
192.168.31.1,192.168.31.160,53,63497,17,0.0,1,181,181.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56455,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55125,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53551,53,17,0.0,1,80,80.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64462,17,0.0,1,139,139.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,63008,17,0.0,1,139,139.0,0.0,Non-VPN
192.168.31.160,69.173.144.138,60042,443,6,1.6678640842437744,15,6360,424.0,503.7842130648134,Non-VPN
192.168.31.160,69.173.144.138,60043,443,6,2.6663260459899902,17,8796,517.4117647058823,537.2463624625473,Non-VPN
192.168.31.160,69.173.144.138,60044,443,6,2.10474705696106,9,2638,293.1111111111111,407.80835489355496,Non-VPN
192.168.31.160,69.173.144.138,60045,443,6,2.2185330390930176,12,3988,332.3333333333333,446.9771309089041,Non-VPN
192.168.31.160,69.173.144.138,60046,443,6,1.6542561054229736,14,6268,447.7142857142857,515.1148871259454,Non-VPN
192.168.31.160,69.173.144.138,60047,443,6,1.6824069023132324,13,6221,478.5384615384616,519.9702085230261,Non-VPN
192.168.31.1,192.168.31.160,53,52138,17,0.0,1,91,91.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53999,17,0.0,1,206,206.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64882,17,0.0,1,132,132.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56555,17,0.0,1,206,206.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50920,17,0.0,1,207,207.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50171,17,0.0,1,207,207.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50629,17,0.0,1,237,237.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,49308,17,0.0,1,202,202.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62289,17,0.0,1,142,142.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55015,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50922,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50817,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53417,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53740,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50933,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62877,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54534,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,52834,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51186,17,0.0,1,133,133.0,0.0,Non-VPN
192.168.31.160,34.96.71.22,60996,443,17,0.4717249870300293,10,3808,380.8,479.0918074857887,Non-VPN
192.168.31.1,192.168.31.160,53,59282,17,0.0,1,181,181.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53311,17,0.0,1,75,75.0,0.0,Non-VPN
192.168.31.160,38.99.107.14,60048,443,6,127.67968010902403,14,3313,236.64285714285717,366.6100706166581,Non-VPN
192.168.31.160,172.104.63.99,60049,443,6,73.66856813430786,12,3250,270.8333333333333,396.0064884429154,Non-VPN
192.168.31.1,192.168.31.160,53,51452,17,0.0,1,91,91.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55125,17,0.0,1,119,119.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53551,17,0.0,1,135,135.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50922,17,0.0,1,167,167.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50817,17,0.0,1,263,263.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53740,17,0.0,1,120,120.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54775,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51286,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64177,17,0.0,1,212,212.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62877,17,0.0,1,212,212.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60978,17,0.0,1,184,184.0,0.0,Non-VPN
192.168.31.160,18.164.188.105,60050,443,6,240.3323299884796,18,3482,193.44444444444449,319.1939887734978,Non-VPN
192.168.31.1,192.168.31.160,53,50933,17,0.0,1,184,184.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54534,17,0.0,1,212,212.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61136,17,0.0,1,165,165.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52834,17,0.0,1,165,165.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56620,17,0.0,1,196,196.0,0.0,Non-VPN
192.168.31.160,198.8.71.131,60051,443,6,240.57020497322085,18,3752,208.44444444444449,354.9577787446812,Non-VPN
192.168.31.1,192.168.31.160,53,54100,17,146.80301094055176,2,410,205.0,66.0,Non-VPN
192.168.31.1,192.168.31.160,53,55015,17,0.0,1,207,207.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53417,17,0.0,1,142,142.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56455,17,0.0,1,206,206.0,0.0,Non-VPN
34.96.71.22,192.168.31.160,443,60996,17,0.4956510066986084,10,6099,609.9,496.3255887016103,Non-VPN
192.168.31.1,192.168.31.160,53,51286,17,0.0,1,164,164.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54775,17,0.0,1,164,164.0,0.0,Non-VPN
192.168.31.160,103.67.201.72,60052,443,6,0.5140480995178223,10,4339,433.9,513.3381828775257,Non-VPN
18.164.188.105,192.168.31.160,443,60050,6,240.23969197273252,21,8168,388.95238095238096,506.27062932129365,Non-VPN
172.104.63.99,192.168.31.160,443,60049,6,73.63343405723572,17,6629,389.9411764705882,461.7569351163312,Non-VPN
69.173.144.138,192.168.31.160,443,60047,6,33.00742697715759,19,9364,492.8421052631579,533.6254613153208,Non-VPN
69.173.144.138,192.168.31.160,443,60042,6,33.021605014801025,22,10051,456.8636363636364,530.7260289156685,Non-VPN
192.168.31.160,38.99.107.14,60053,443,6,73.75491213798523,12,2474,206.16666666666663,361.2992373212112,Non-VPN
69.173.144.138,192.168.31.160,443,60046,6,33.00694799423218,22,10026,455.7272727272728,531.3080070421557,Non-VPN
69.173.144.138,192.168.31.160,443,60043,6,34.00170993804932,27,13350,494.44444444444446,536.8880380787961,Non-VPN
103.67.201.72,192.168.31.160,443,60052,6,0.5142250061035156,10,1978,197.8,256.3719173388536,Non-VPN
69.173.144.138,192.168.31.160,443,60045,6,33.99507713317871,16,6779,423.6875,521.0821334912089,Non-VPN
192.168.31.160,198.8.71.131,60054,443,6,73.69139099121094,9,2317,257.44444444444446,407.981783664993,Non-VPN
38.99.107.14,192.168.31.160,443,60048,6,127.68618202209473,12,5840,486.6666666666667,540.4541814272716,Non-VPN
198.8.71.131,192.168.31.160,443,60051,6,240.242381811142,17,7932,466.5882352941176,565.7372138685146,Non-VPN
38.99.107.14,192.168.31.160,443,60053,6,73.39527702331543,11,6381,580.0909090909091,591.9736564386588,Non-VPN
198.8.71.131,192.168.31.160,443,60054,6,73.36550378799438,11,6797,617.9090909090909,616.3854246618241,Non-VPN
192.168.31.160,192.168.31.1,62738,53,17,0.0,1,95,95.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,50988,53,17,0.0,1,95,95.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,58262,53,17,0.0,1,95,95.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,62738,17,0.0,1,248,248.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,58262,17,0.0,1,218,218.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,50988,17,0.0,1,248,248.0,0.0,Non-VPN
192.168.31.160,141.94.175.218,60055,443,6,0.2079801559448242,4,2276,569.0,527.5481020722186,Non-VPN
141.94.175.218,192.168.31.160,443,60055,6,0.3367948532104492,4,220,55.0,1.7320508075688772,Non-VPN
192.168.31.160,192.168.31.1,50556,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55777,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59991,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51928,53,17,0.0,1,81,81.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62905,53,17,48.3900260925293,2,165,82.5,1.5,Non-VPN
192.168.31.160,192.168.31.1,61148,53,17,0.0,1,81,81.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64617,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,57380,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54877,53,17,18.627200841903687,2,146,73.0,3.0,Non-VPN
192.168.31.160,141.94.175.218,60056,443,6,239.27036786079407,14,3656,261.1428571428572,399.7395325428185,Non-VPN
192.168.31.1,192.168.31.160,53,50556,17,0.0,1,298,298.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55777,17,0.0,1,298,298.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59991,17,0.0,1,256,256.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51928,17,0.0,1,162,162.0,0.0,Non-VPN
192.168.31.160,23.48.253.10,60057,443,6,121.35009694099426,20,3585,179.25,303.32719545072115,Non-VPN
192.168.31.1,192.168.31.160,53,62905,17,48.31448912620544,2,296,148.0,14.0,Non-VPN
192.168.31.1,192.168.31.160,53,64617,17,0.0,1,144,144.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,61148,17,0.0,1,97,97.0,0.0,Non-VPN
192.168.31.160,162.55.233.28,60058,443,6,72.7292890548706,12,2783,231.91666666666663,390.9240033419397,Non-VPN
192.168.31.160,192.168.31.1,55807,53,17,0.0,1,70,70.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64394,53,17,0.0,1,70,70.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59878,53,17,0.0,1,70,70.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64618,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56579,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,58682,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54877,17,18.396163940429688,2,254,127.0,35.0,Non-VPN
23.48.253.10,192.168.31.160,443,60057,6,121.29847288131714,25,8383,335.32,452.360627818116,Non-VPN
69.173.144.138,192.168.31.160,443,60044,6,32.882060050964355,12,5067,422.25,534.0699275375838,Non-VPN
192.168.31.1,192.168.31.160,53,55807,17,0.0,1,148,148.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64394,17,0.0,1,148,148.0,0.0,Non-VPN
141.94.175.218,192.168.31.160,443,60056,6,239.0497019290924,12,1498,124.83333333333331,154.3917276137409,Non-VPN
192.168.31.1,192.168.31.160,53,56579,17,0.0,1,154,154.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64618,17,0.0,1,154,154.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59878,17,0.0,1,150,150.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,58682,17,0.0,1,92,92.0,0.0,Non-VPN
192.168.31.160,131.153.232.107,60059,443,6,76.11188101768494,15,3229,215.26666666666668,336.10741669227644,Non-VPN
192.168.31.160,45.137.176.88,60060,443,6,72.1838891506195,14,3608,257.7142857142857,397.65462914649015,Non-VPN
192.168.31.160,162.55.233.28,60061,443,6,181.0950508117676,17,3706,218.0,341.1746145994142,Non-VPN
192.168.31.160,192.168.31.1,49327,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56388,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54181,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51061,53,17,0.0,1,77,77.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57380,17,0.0,1,144,144.0,0.0,Non-VPN
192.168.31.160,172.240.45.203,60062,443,6,71.95313715934753,13,3227,248.23076923076923,378.2559479111697,Non-VPN
192.168.31.1,192.168.31.160,53,49327,17,0.0,1,144,144.0,0.0,Non-VPN
192.168.31.160,131.153.232.107,60063,443,6,71.93487596511841,12,2557,213.08333333333331,368.72922728684745,Non-VPN
192.168.31.160,45.137.176.88,60064,443,6,71.9319999217987,10,2454,245.4,398.67911909203366,Non-VPN
192.168.31.1,192.168.31.160,53,56388,17,0.0,1,198,198.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54181,17,0.0,1,198,198.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51061,17,0.0,1,143,143.0,0.0,Non-VPN
192.168.31.160,74.214.196.131,60065,443,6,61.058578968048096,13,3641,280.0769230769231,398.8559527021217,Non-VPN
45.137.176.88,192.168.31.160,443,60060,6,72.16722702980042,14,4563,325.92857142857144,442.4218194512231,Non-VPN
131.153.232.107,192.168.31.160,443,60059,6,76.11641693115234,19,6087,320.3684210526316,447.19737906753807,Non-VPN
162.55.233.28,192.168.31.160,443,60061,6,180.99556016922,18,6023,334.6111111111111,456.2369193118964,Non-VPN
192.168.31.160,172.240.45.203,60066,443,6,71.70116901397705,12,2571,214.25,368.7244058914462,Non-VPN
172.240.45.203,192.168.31.160,443,60062,6,71.97205901145935,14,4071,290.7857142857143,430.9602531509354,Non-VPN
192.168.31.160,74.214.196.131,60067,443,6,12.276617050170898,8,2538,317.25,454.5414585051621,Non-VPN
74.214.196.131,192.168.31.160,443,60065,6,61.02986001968384,12,2492,207.66666666666663,325.1374922842472,Non-VPN
45.137.176.88,192.168.31.160,443,60064,6,71.92364692687988,11,4181,380.09090909090907,472.55349952926537,Non-VPN
131.153.232.107,192.168.31.160,443,60063,6,71.9228138923645,16,5400,337.5,475.9514155877677,Non-VPN
192.168.31.160,192.168.31.1,57478,53,17,0.0,1,76,76.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,51234,53,17,363.8498749732971,2,150,75.0,1.0,Non-VPN
192.168.31.160,192.168.31.1,62373,53,17,0.0,1,76,76.0,0.0,Non-VPN
172.240.45.203,192.168.31.160,443,60066,6,71.71602511405945,12,3553,296.0833333333333,458.5592397813929,Non-VPN
192.168.31.1,192.168.31.160,53,57478,17,0.0,1,178,178.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51234,17,363.8153791427612,2,424,212.0,34.0,Non-VPN
192.168.31.1,192.168.31.160,53,62373,17,0.0,1,112,112.0,0.0,Non-VPN
192.168.31.160,38.94.152.206,60068,443,6,87.51773285865784,20,8473,423.65,499.5947632832033,Non-VPN
74.214.196.131,192.168.31.160,443,60067,6,12.29613995552063,7,923,131.85714285714286,112.35966303594462,Non-VPN
192.168.31.160,38.94.152.206,60069,443,6,15.023618936538696,5,330,66.0,0.0,Non-VPN
192.168.31.160,72.34.249.227,60071,443,6,0.0,1,66,66.0,0.0,Non-VPN
72.34.249.227,192.168.31.160,443,60071,6,3.059183120727539,3,198,66.0,0.0,Non-VPN
162.55.233.28,192.168.31.160,443,60058,6,65.26695704460144,7,621,88.71428571428571,52.254088796173335,Non-VPN
192.168.31.160,51.38.120.206,54992,443,17,4.000381946563721,6,7752,1292.0,0.0,VPN
192.168.31.160,192.168.31.1,57301,53,17,0.0,1,79,79.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,59670,53,17,0.0,1,79,79.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,52068,53,17,0.0,1,79,79.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,58738,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56062,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,63618,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,57301,17,0.0,1,302,302.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,59670,17,0.0,1,325,325.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,58738,17,0.0,1,254,254.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,63618,17,0.0,1,321,321.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,52068,17,0.0,1,301,301.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56062,17,0.0,1,305,305.0,0.0,Non-VPN
192.168.31.160,13.107.246.48,60077,443,6,5.7891130447387695,10,7231,723.1,538.6394805433408,Non-VPN
13.107.246.48,192.168.31.160,443,60077,6,5.780672073364258,4,252,63.0,5.196152422706632,Non-VPN
38.94.152.206,192.168.31.160,443,60068,6,72.45911598205566,8,504,63.0,5.196152422706632,Non-VPN
192.168.31.160,192.168.31.1,51491,53,17,0.0,1,74,74.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60478,53,17,0.0,1,74,74.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55879,53,17,0.0,1,74,74.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,51491,17,0.0,1,307,307.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60478,17,0.0,1,317,317.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55879,17,0.0,1,334,334.0,0.0,Non-VPN
192.168.31.160,13.107.213.48,60080,443,6,1.1307668685913086,2,132,66.0,0.0,Non-VPN
192.168.31.160,13.107.213.48,60081,443,6,6.609196186065674,19,8552,450.10526315789474,511.6666158366919,Non-VPN
192.168.31.160,192.168.31.1,53725,53,17,108.7819459438324,2,149,74.5,3.5,Non-VPN
192.168.31.160,192.168.31.1,56756,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60038,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56756,17,0.0,1,260,260.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53725,17,108.8113088607788,2,359,179.5,85.5,Non-VPN
192.168.31.1,192.168.31.160,53,60038,17,0.0,1,236,236.0,0.0,Non-VPN
13.107.213.48,192.168.31.160,443,60081,6,6.62612509727478,10,948,94.8,47.64619607062038,Non-VPN
192.168.31.160,192.168.31.1,53913,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,64385,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53913,17,0.0,1,266,266.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,64385,17,0.0,1,242,242.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53660,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,55205,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60430,53,17,0.0,1,72,72.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,55205,17,0.0,1,311,311.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60430,17,0.0,1,327,327.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53660,17,0.0,1,254,254.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,53988,53,17,0.0,1,87,87.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54277,53,17,0.0,1,87,87.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56525,53,17,0.0,1,87,87.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,60528,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,54777,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,49367,53,17,0.0,1,84,84.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,56168,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,63684,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.160,192.168.31.1,62158,53,17,0.0,1,71,71.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,53988,17,0.0,1,185,185.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54277,17,0.0,1,260,260.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,56525,17,0.0,1,152,152.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,60528,17,0.0,1,165,165.0,0.0,Non-VPN
192.168.31.1,192.168.31.160,53,54777,17,0.0,1,165,165.0,0.0,Non-VPN
